productId,skuId,name,brand,top,category,bracket,price
1002970087,1002835648,Pelúcia - Little Live Pets - Meu Baby Macaquinho - Fun,Fun,BRINQUEDOS,PELUCIAS,3-5,399.99
1002934541,1002800279,Carrinho com Controle Remoto - Batman - Smart Driver - Candide,Candide,BRINQUEDOS,VEICULOS DE BRINQUEDO,3-5,87.99
1002971292,1002836835,Figura Interativa - Senhor Cabeça De Batata - Hasbro,Hasbro,BONECOS E BONECAS,BONECOS,0-2,89.99
1003171234,1003048384,Jogo De Cartas - Pokémon - ME02 - Blister Triplo - Copag,Copag,JOGOS,JOGOS DE CARTAS,6-8,39.99
1002892505,1002759110,Jogo de Tabuleiro - Bloqueio - Preto - Grow,Grow,JOGOS,JOGOS DE TABULEIRO,6-8,62.99
1003274803,1003161872,Boneco - Funko Pop - One Piece - Live Action - Monkey D. Luffy - Candide,Funko,COLECIONAVEIS,FUNKO POP,3-5,149.99
1003186537,1003065109,EXCLUSIVO: Chaveiro Miniatura Colecionável - Rock a Stack - Fisher Price,Fisher Price,COLECIONAVEIS,ACTION FIGURE,3-5,19.91
1003300729,1003194647,Carrinho Hot Wheels Premium Formula 1 Atlassian Williams Racing #55 JKD85,Hot Wheels,COLECIONAVEIS,CARRINHOS COLECIONAVEIS,unknown,139.9
1003265453,1003151976,Mini Veiculo - Moto - Street Elétrica - 6V - Bandeirante,SEM LICENÇA,BABY,MINI VEICULOS,0-2,1029.99
1002468782,1002342677,Conjunto de Mordedores com Chocalho – Toyster – BDA - Meu Primeiro Kit - Colorido,Toyster,BABY,MORDEDORES,0-2,80.99
1003266292,1003152896,Decore Sua Luminária - Style 4 Ever - Unicórnio Kawaii - Fun,Fun,BRINQUEDOS,ARTES,6-8,121.99
100168139,100168636,Cozinha Portátil e Acessórios - Fan Fun,FanFun,BRINQUEDOS,BRINCADEIRA DE CASINHA,3-5,142.99
1003173035,1003050403,Rádio Comunicadores - Homem Aranha - Candide,Candide,BRINQUEDOS,FAZ DE CONTA,3-5,114.99
1003036468,1002903751,Aparelho de Karaokê - Boombox - Infantil - Bluey - Candide,Candide,BRINQUEDOS,INSTRUMENTOS MUSICAIS,0-2,149.99
1003100376,1002969227,Lançador de Dardos - Nerf - Series Purestrike - 2 Dardos Oficiais N1 - Hasbro,SEM LICENÇA,BRINQUEDOS,LANCADORES,6-8,47.99
1002833107,1002699797,Quebra-Cabeça - 500 Peças Nano - Coleção Obras de Arte - Van Gogh: A Noite Estrelada - Toyster,Toyster,BRINQUEDOS,QUEBRA-CABECAS,9-12,31.99
1003177811,1003055382,Minigame Portátil - Sonic - Candide,Candide,BRINQUEDOS,BRINQUEDOS ELETRONICOS,6-8,86.99
1002286668,1002162974,Conjunto - Relógio Personalizado - FanFun,SEM LICENÇA,BRINQUEDOS,BRINQUEDOS DE BELEZA,6-8,135.99
1002046421,100426092,Carrinho de Boneca - Confort Baby - Samba Toys,Samba Toys,BONECOS E BONECAS,ACESSORIOS PARA BONECAS,unknown,75.99
1003133459,1003009628,Mini Playset - Polly Pocket - Compacto Revel - Comidinha Rápida - Mattel,Mattel,BONECOS E BONECAS,CASA DE BONECA,3-5,73.99
100137809,100137590,Jogo Tapa Certo - Animais - Estrela,Estrela,JOGOS,JOGOS DE ACAO,unknown,39.99
1002970672,1002836222,Mesa Para Jogo de Botão - Sportv - Xalingo,Xalingo,JOGOS,JOGOS CLASSICOS,6-8,81.99
1003266302,1003152914,Jogo De Memória - Disney - Pixar - Toy Story 5 - Toyster,Toyster,JOGOS,JOGOS EDUCATIVOS,0-2,42.99
1003285339,1003172490,Mini Brands - Magic Cook - Kitchen - Candide,Candide,COLECIONAVEIS,MONTAGEM E MODELISMO,6-8,179.99
1002212868,100583398,Fantasia Infantil - Harry Potter - Novabrink - Tamanho M,Novabrink,FANTASIAS,FANTASIA INFANTIL,unknown,176.99
1002967839,1002833457,Sabre de Luz - Star Wars - Lightsaber Forge - Cavaleiro Jedi Yord - Hasbro,Hasbro,FANTASIAS,SABRE DE LUZ,3-5,279.99
1003298763,1003192641,Máscara Do Homem De Ferro Avengers Marvel Hasbro - C0481,Fabrica da Alegria,FANTASIAS,MASCARAS,unknown,120.94
1003174044,1003051472,EXCLUSIVO - Bicicleta - Hot Whells - Aro 14 - Bandeirante,Bandeirante,ESPORTES,BICICLETAS,3-5,799.99
1003183034,1003061087,Meu Primeiro Skatenet - Rosa - Bandeirante,Bandeirante,ESPORTES,SKATES,0-2,299.99
